,title,ingredients,directions,link,source,NER
1959331,"Authentic, Refreshing Salt Broth Ramen Made Right in the Bowl","[""1 serving Fresh noodles"", ""10 cm The white part of a Japanese leek"", ""1 tsp Chinese soup stock"", ""1 tsp Salt"", ""1 tsp Sake"", ""1/2 tsp Coarsely grated dried garlic"", ""250 to 300 ml Boiling water (for the soup)""]","[""Chop up the leek, and put in a ramen bowl with the ingredients."", ""Mix and microwave for 1 minute."", ""Add boiling water and the soup is done."", ""Boil water in a pan, cook the noodles and put them into the bowl with the soup."", ""The ramen is done."", ""I added deep fried leek and coarsely ground black pepper on top.""]",cookpad.com/us/recipes/172175-authentic-refreshing-salt-broth-ramen-made-right-in-the-bowl,Recipes1M,"[""noodles"", ""Chinese soup stock"", ""Salt"", ""Sake"", ""garlic"", ""Boiling water""]"
1959666,Frozen Baby Meal 1 of 6 (Spaghetti),"[""1 cup hamburger, browned"", ""3 ounces ramen noodles, prepared without seasoning packet"", ""10 ounces tomato soup""]","[""Cook hamburger and chop well."", ""Add tomato soup and heat with meat."", ""Cook noodles according to package without seasoning packet and add to meat mixture."", ""Freeze for twenty-four hours in ice cube trays and then store cubes in ziplock bags.""]",www.food.com/recipe/frozen-baby-meal-1-of-6-spaghetti-381387,Recipes1M,"[""hamburger"", ""ramen noodles"", ""tomato soup""]"
1961409,Easy curry soup,"[""2 packages top ramen noodles not the nissan brand"", ""1 regular curry powder"", ""1 garlic powder"", ""1 Cilantro"", ""1 greek yogurt or sour cream (optional)"", ""1 lemon""]","[""Boil water"", ""Add noodles"", ""Then right after add curry powder garlic and lemon to your liking ."", ""Curry powder is hot so I usually add about 1 and a half table spoons."", ""Then let boil for about 30 seconds then turn off"", ""When serving top it off with greek yogurt or sour cream and garnish with cilantro ."", ""If you are serving more than two people double the recipe but don't let the noodles boil too long they will get soggy.""]",cookpad.com/us/recipes/363338-easy-curry-soup,Recipes1M,"[""ramen noodles"", ""regular curry"", ""garlic"", ""Cilantro"", ""greek yogurt"", ""lemon""]"
1961656,Mandys pork noodle stir fry,"[""2 tbsp oil"", ""4 large cooked thinly sliced boneless pork chops"", ""200 grams cooked cooled noodles (ramen)"", ""1 large onion sliced"", ""1 large carrot cut into long thin strips (batons)"", ""1 large bell pepper sliced( i used mixed peppers for color)"", ""1 tbsp light soy sauce"", ""1 tbsp dark soy sauce"", ""1/2 tbsp chinese five spices"", ""1 tsp cayenne pepper"", ""1 tsp garlic powder"", ""1/2 tsp onion powder"", ""1/4 cup hot water""]","[""In a large wok heat two tablespoons of oil add the sliced cooked chops,and all the veg and cook for 3-5 minutes"", ""Add all the spices,soy sauce and stir well."", ""Add in cooked cooled noodles and stir fry for 2 minutes."", ""Add water cook for 2 minutes,check for seasoning and serve .enjoy .""]",cookpad.com/us/recipes/366583-mandys-pork-noodle-stir-fry,Recipes1M,"[""oil"", ""pork chops"", ""noodles"", ""onion"", ""carrot"", ""bell pepper"", ""soy sauce"", ""soy sauce"", ""cayenne pepper"", ""garlic"", ""onion"", ""hot water""]"
1961733,Handmade Ramen Noodles Part 2,"[""500 grams All-purpose flour"", ""8 grams Bicarbonate of soda (baking soda)"", ""5 grams Salt"", ""50 grams Boiling water"", ""175 grams Water (cold)"", ""1 to dust Cornstarch""]","[""Put the baking soda and salt in a small bowl, add boiling water and dissolve (This de-gasses the baking soda.)"", ""Add cold water and cool down until it's a bit cooler than body temperature."", ""Put the all purpose flour in a large bowl, make a well in the center and add the water with salt and soda in it from Step 1."", ""Mix with your hands until crumbly."", ""It will be very dry and hard to mix to start, but keep kneading patiently and try not to add more water."", ""When the dough comes together, put it in a large plastic or Ziplock bag, seal and step on it with your feet to develop the dough."", ""(When the dough becomes flat, take it out, fold it into quarters and step on it again.)"", ""Repeat the stepping and folding process 3 times, and leave the dough to rest for 2 to 5 hours."", ""If you have a pasta machine, set the dial to 4 or 5, and cut the dough into thin noodles."", ""If you don't have a pasta machine, roll the dough out with a rolling pin to about 2 mm thick, and cut into 2mm noodles."", ""Dust the noodles evenly with cornstarch (or katakuriko) to prevent the noodles from sticking to each other."", ""If you divide the noodles into 150 to 160g portions, you'll have 5 servings exactly."", ""If you prefer ripply noodles, squeeze the noodles well."", ""Boil the noodles in plenty of boiling water, taking care not to let it boil over, for 1 and a half minutes."", ""To use the noodles as tsukemen (dipped ramen), rinse well in cold water to remove surface stickiness."", ""If you're serving the noodles hot in soup, eat right away to prevent them from becoming soggy.""]",cookpad.com/us/recipes/150450-handmade-ramen-noodles-part-2,Recipes1M,"[""Bicarbonate"", ""Salt"", ""Boiling water"", ""Water"", ""Cornstarch""]"
1962103,Ramen Shredded Asian Cabbage Coleslaw,"[""5 cups napa cabbage, thinly sliced (about half a medium head)"", ""1 small red pepper, cut into thin strips"", ""3 green onions, cut into thin slices"", ""1 medium carrot, cut into thin matchsticks"", ""12 cup snow peas, blanched, halved"", ""1 (3 ounce) package ramen noodles, any flavour"", ""13 cup roasted peanuts, coarsely chopped"", ""13 cup kraft signature asian sesame dressing""]","[""Mix vegetables in a large bowl."", ""Reserve seasoning packet from soup mix for another use."", ""Coarsely crush noodles."", ""Add to vegetables along with the peanuts; toss lightly."", ""Drizzle with dressing just before serving.""]",www.food.com/recipe/ramen-shredded-asian-cabbage-coleslaw-161083,Recipes1M,"[""cabbage"", ""red pepper"", ""green onions"", ""carrot"", ""snow peas"", ""ramen noodles"", ""peanuts"", ""sesame dressing""]"
1963647,Chunky Chicken Stir-Fry,"[""1 lb boneless skinless chicken breast"", ""1 tablespoon vegetable oil"", ""2 teaspoons cornstarch"", ""1 (19 ounce) can Campbell's chunky ready to serve vegetable soup"", ""2 teaspoons soy sauce"", ""1 cup desired frozen vegetables, thawed"", ""2 (3 ounce) packagescampbells chicken-flavored ramen noodles, cooked and drained""]","[""Cut uncooked chicken breasts into strips."", ""In skillet over medium-high heat, stir-fry half of the chicken in hot oiluntil browned, remove and set aside."", ""Repeat with remaining chicken and pour off fat."", ""In same skillet, stir together cornstarch, vegetable soup, and soy sauce til cornstarch is dissolved."", ""Add vegetables."", ""cook and stir til mixture boils and thickens."", ""Add chicken, heat through."", ""Serve over noodles.""]",www.food.com/recipe/chunky-chicken-stir-fry-124229,Recipes1M,"[""chicken breast"", ""vegetable oil"", ""cornstarch"", ""Campbell's chunky ready"", ""soy sauce"", ""frozen vegetables"", ""ramen noodles""]"
1963931,Ramen Shop at Home (Soy Sauce Flavor),"[""800 ml Water"", ""3 tbsp Soy sauce"", ""1 tbsp Sugar"", ""1 tbsp Sesame oil"", ""1 tsp Vinegar"", ""1 tbsp Chicken soup stock granules"", ""1 tbsp Chinese soup stock or Weipa"", ""1 dash Salt and pepper"", ""2 portions Chinese-style noodles"", ""1 Vegetables and proteins of your choice""]","[""In a large pot, bring water to a boil."", ""Turn off the heat and add all the ingredients and stir."", ""Turn on the heat again, bring it to a boil, and the soup is done."", ""Cook the Chinese-style noodles."", ""Pour the soup into a bowl right before the noodles are done."", ""Drain the noodles, transfer to the bowl and top with your favorite toppings."", ""Suggested toppings: Our family usually top our ramen with char siu, boiled egg, menma (pickled bamboo shoots), and green onions."", ""Lately I've been using user \""Demingo's\"" piquant pickled bamboo shoots."", ""I sometimes make the char sui by \""Mama Ebi\"".""]",cookpad.com/us/recipes/150275-ramen-shop-at-home-soy-sauce-flavor,Recipes1M,"[""Water"", ""Soy sauce"", ""Sugar"", ""Sesame oil"", ""Vinegar"", ""Chicken soup stock granules"", ""Chinese soup stock"", ""Salt"", ""noodles"", ""Vegetables""]"
1964666,White Chocolate Ramen Bark Recipe,"[""1 package instant ramen, seasoning packet discarded"", ""Cooking spray"", ""1 cup white chocolate chips"", ""1 1/2 tablespoons milk"", ""1 tablespoon salted butter""]","[""Preheat your oven to 350 degrees Fahrenheit."", ""Boil the ramen in the usual way."", ""Drain and rinse under cold water."", ""Coat a baking sheet with cooking spray and spread the ramen out evenly to the edges."", ""Bake for 30 to 40 minutes, until the ramen is thoroughly browned."", ""Remove from the oven and let cool."", ""Meanwhile, add the white chocolate chips, milk, and butter to a small saucepan over low heat."", ""Stir constantly until completely melted."", ""Pour the entire mixture over the tray of ramen, taking as many artistic liberties as youd like."", ""Let sit for about an hour at room temperature."", ""Eat or hang on the wall.""]",www.chowhound.com/recipes/white-chocolate-ramen-bark-30981,Recipes1M,"[""instant ramen"", ""Cooking spray"", ""white chocolate chips"", ""milk"", ""butter""]"
1965070,Ramen Noodle Surprise,"[""12 green pepper (Cubed )"", ""4 green onions (Shallots , Chopped )"", ""2 (58 g) packages ramen noodles"", ""10 mushrooms (Sliced )"", ""2 tablespoons oil"", ""2 tablespoons soy sauce""]","[""Cook Ramen Noodles according to package ."", ""DO NOT add seasonings ."", ""In seperate fry pan add oil , soy sauce and veggies , cook until medium soft ."", ""Drain Noodles."", ""Cut all noodles in half."", ""Add seasonings ."", ""Mix noodles in with veggies ."", ""Heat another 2 - 3 minutes ,serve & enjoy.""]",www.food.com/recipe/ramen-noodle-surprise-281064,Recipes1M,"[""green pepper"", ""green onions"", ""ramen noodles"", ""mushrooms"", ""oil"", ""soy sauce""]"
1965251,Spicy Oil Ramen (Soupless Ramen) with Kimchi,"[""1 pack Fresh ramen noodles"", ""1 tbsp Sesame oil"", ""2 tsp Mirin"", ""1 tsp Vinegar"", ""2 tsp Soy sauce"", ""2 tbsp or so, finely chopped Kimchi (I used imported kimchi from Korea)"", ""1 as much (to taste) Additions of your choice (I used menma (pickled bamboo shoots), char siu (Chinese roast pork), eggs and finely chopped green onions)"", ""1 generous amount Kimchi (Korean kimchi)""]","[""Combine sesame oil, mirin, vinegar and soy sauce in a large bowl and mix well."", ""Cook the noodles in boiling water."", ""Add the finely chopped kimchi to the bowl and mix well."", ""Drain the cooked noodles well, and put into the bowl while piping hot and mix."", ""Transfer to a serving plate, and top with the additions of your choice and lots of kimchi."", ""I used menma (pickled bamboo shoots), char siu (Chinese roast pork), eggs and finely chopped green onions this time.""]",cookpad.com/us/recipes/170396-spicy-oil-ramen-soupless-ramen-with-kimchi,Recipes1M,"[""ramen noodles"", ""Sesame oil"", ""Mirin"", ""Vinegar"", ""Soy sauce"", ""much"", ""generous amount""]"
1965965,Beef and Broccoli Stir Fry,"[""1 lb beef steak, strips"", ""1 tablespoon oil"", ""2 cups broccoli, pieces"", ""1 cup green onion, sliced"", ""2 tablespoons soy sauce"", ""14 teaspoon crushed red pepper flakes"", ""beef ramen noodles (2 packages)""]","[""In frying pan, brown and drain beef."", ""Add oil, 1 seasoning packet, broccoli and onions."", ""Stir fry 5 minutes."", ""Add soy sauce and red pepper."", ""Simmer 5 minutes."", ""Cook noodles and drain."", ""Serve beef mixture over warm noodles.""]",www.food.com/recipe/beef-and-broccoli-stir-fry-508442,Recipes1M,"[""beef steak"", ""oil"", ""broccoli"", ""green onion"", ""soy sauce"", ""red pepper"", ""beef ramen noodles""]"
1965995,Chinese Style Ramen,"[""12 lb chicken, cut in chunks"", ""14 cup water chestnut"", ""12 cup snow peas"", ""13 cup bean sprouts"", ""14 cup celery"", ""2 -3 teaspoons oil"", ""oriental-flavor instant ramen noodles"", ""1 tablespoon soy sauce""]","[""In frying pan, brown chicken until done."", ""Add water chestnuts, snow peas, bean sprouts, celery and oil."", ""Saute until vegetables are tender."", ""Cook noodles and drain."", ""Add seasoning packet."", ""Serve vegetables over noodles and sprinkle with soy sauce.""]",www.food.com/recipe/chinese-style-ramen-508589,Recipes1M,"[""chicken"", ""water"", ""snow peas"", ""bean sprouts"", ""celery"", ""oil"", ""oriental-flavor"", ""soy sauce""]"
1967082,Ramen corn and black beans,"[""15 1/2 oz can of black beans"", ""15 1/2 oz can of whole kernel corn no salt"", ""4 oz ramen noodles"", ""1/2 tsp salt"", ""2 tbsp ground cumin"", ""1 tsp granulated garlic powder"", ""1 cup water"", ""1/4 cup olive oil, extra virgin"", ""1/2 cup frozen peas"", ""1/4 cup water"", ""2 tbsp cornstarch"", ""2 small green onions, chopped""]","[""Heat oil in pan, open and drain black beans rinse them off"", ""Open corn drain and save liquids set aside"", ""Add corn and beans to pan with oil let fry for 3 minutes stirring occasionally"", ""Add cup of water and noodles spices and liquid of corn let simmer till noodles are cooked and soft"", ""Take cornstarch and quarter cup of water mix well add to noodles to thicken add peas, garnish with chopped green onion""]",cookpad.com/us/recipes/362367-ramen-corn-and-black-beans,Recipes1M,"[""black beans"", ""kernel corn"", ""ramen noodles"", ""salt"", ""ground cumin"", ""garlic"", ""water"", ""olive oil"", ""frozen peas"", ""water"", ""cornstarch"", ""green onions""]"
1967346,Taco Ramen,"[""6 cups water"", ""3 (3 ounce) packets ramen noodles"", ""1 (1 ounce) packagelawry's taco seasoning"", ""1 (8 3/4 ounce) can corn"", ""2 teaspoons herb ox chicken broth"", ""14 cup chopped mild chili pepper"", ""14 cup chopped green onion"", ""14 cup chopped cilantro leaf""]","[""Put first six ingredients into a pot."", ""Break up ramen."", ""Bring to a boil."", ""Turn off heat."", ""Add onion and cilantro."", ""Serve-.""]",www.food.com/recipe/taco-ramen-258805,Recipes1M,"[""water"", ""packets ramen noodles"", ""corn"", ""herb ox chicken broth"", ""chili pepper"", ""green onion"", ""cilantro leaf""]"
1967472,Honey Mustard Chicken Salad,"[""4 cups shredded romaine lettuce"", ""1 (16 ounce) bag coleslaw mix"", ""4 cups diced cooked chicken"", ""12 cup sliced green onion (about 8 medium)"", ""2 (3 ounce) packagesoriental-flavor ramen noodles"", ""1 (11 ounce) can mexicorn, with red and green peppers, drained"", ""1 cup honey mustard dressing"", ""1 (1 ounce) can mandarin orange segments, drained"", ""12 cup slivered almonds, toasted if desired""]","[""In very large (6-quart) bowl, mix lettuce, coleslaw blend, chicken, onions, noodles from soup mix and corn."", ""In small bowl, mix dressing and contents of 1 seasoning packet from soup mix (discard remaining seasoning packet)."", ""Pour dressing over salad; toss to mix."", ""Gently stir in orange segments."", ""Spoon salad into large serving bowl; sprinkle with almonds.""]",www.food.com/recipe/honey-mustard-chicken-salad-385844,Recipes1M,"[""shredded romaine lettuce"", ""coleslaw mix"", ""chicken"", ""green onion"", ""packagesoriental-flavor ramen noodles"", ""mexicorn"", ""honey"", ""orange segments"", ""slivered almonds""]"
1967486,Allysha's Really Awesome Ramen,"[""1 -2 egg"", ""1 (3 ounce) package ramen noodles (any flavor but I prefer any spicy flavor)"", ""1 bunch spinach"", ""3 ounces leftover meat (beef, chicken,turkey, etc.)""]","[""Bring approximately 1/2 or 1 cup of water to a boil.Place the seasoning packet into the water and add leftover meat and the noodles."", ""When noodles are barely soft add the egg yolk to the broth and noodles.Add the spinach stem side down lightly cook, then add the spinach until cooked through."", ""Turn off the stove."", ""Pour the a little of the broth into your bowl, then add the noodles and top with egg and leftover meat."", ""ENJOY AND SLURP YOUR NOODLES LOUDLY.""]",www.food.com/recipe/allyshas-really-awesome-ramen-413524,Recipes1M,"[""egg"", ""ramen noodles"", ""spinach"", ""leftover meat""]"
1968139,Rich & Thick Tonkotsu (Pork Bone) Style Ramen,"[""500 ml Soy milk"", ""500 ml Water"", ""1 bit less than 1/2 teaspoon Salt"", ""2 1/2 tsp Chinese chicken soup stock granules"", ""1 1/2 tsp Grated garlic"", ""2 tsp Oyster sauce"", ""2 tsp Soy sauce"", ""2 tbsp Mirin"", ""2 tbsp Weipa"", ""1 Pepper"", ""2 to 3 servings Ramen noodles (or cellophane noodles or shirataki noodles)"", ""2 to 3 Seasoned eggs"", ""1 Flavored wood ear mushrooms"", ""1 Char siu pork"", ""1 Thinly sliced green onion"", ""1 Ground sesame seeds""]","[""Put all the soup ingredients in a pan, and heat until it's just about to boil."", ""If it boils, the flavor will dissipate, so remember to keep an eye on it."", ""The soup is done."", ""Put the cooked noodles in serving bowls and ladle the soup in."", ""Garnish with toppings of your choice and it's done."", ""Here's my recipe for miso tonkotsu ramen."", ""Cold tsukemen (noodles dipped in sauce).""]",cookpad.com/us/recipes/170751-rich-thick-tonkotsu-pork-bone-style-ramen,Recipes1M,"[""Salt"", ""chicken soup"", ""garlic"", ""Oyster sauce"", ""Soy sauce"", ""Mirin"", ""Weipa"", ""Pepper"", ""Ramen noodles"", ""eggs"", ""mushrooms"", ""pork"", ""green onion"", ""Ground sesame seeds""]"
1968716,ramen cabbage salad easy to make,"[""1 tbsp oil"", ""2 tbsp butter"", ""1/2 cup slivered almonds"", ""1 packages ramen noodles"", ""1 head cabbage or premix"", ""2 tbsp sugar"", ""1/2 cup oil"", ""3 tbsp vinegar"", ""1 envelope ramen flavor pkg."", ""1 dash salt and pepper to taste""]","[""dressing: add sugar, oil, vinegar, reman packet and salt amd pepper together.Set aside"", ""saute almonds and crushed ramen noodles in butter and oil until golden."", ""(The noodles are uncooked)"", ""add cabbage or cabbage mix to noodle mixture."", ""mix dressing with cabbage mix.""]",cookpad.com/us/recipes/332671-ramen-cabbage-salad-easy-to-make,Recipes1M,"[""oil"", ""butter"", ""almonds"", ""ramen noodles"", ""cabbage"", ""sugar"", ""oil"", ""vinegar"", ""ramen flavor"", ""salt""]"
1969246,Asian Shrimp and Avocado Salad,"[""3 ounces ramen noodles, any flavor (1 package)"", ""2 large avocados, peeled and coarsely chopped"", ""2 tablespoons lime juice (the real thing, please!)"", ""3 small green onions, sliced"", ""12 cup sour cream"", ""1 tablespoon wasabi powder"", ""34 teaspoon salt"", ""1 lb cooked shrimp, peeled and coarsely chopped"", ""1 head napa cabbage, Chinese cabbage or 1 head romaine lettuce, shredded"", ""1 small cucumber, diced"", ""4 plum tomatoes, each cut into thin wedges""]","[""Preheat oven to 350F"", ""Remove flavor packet from soup mix and reserve for another use."", ""Bake noodles in shallow pan 20 minutes or until golden brown; remove from oven & set aside."", ""Mash avocado and lime juice with fork in medium bowl."", ""Stir in green onions, sour cream, wasabi powder and salt until blended."", ""Toss shrimp, cabbage and cucumber in large bowl."", ""Place on large serving platter."", ""Top with avocado dressing; sprinkle with noodles."", ""Arrange tomato wedges around salad."", ""Serve with pita wedges or tortilla chips & enjoy!""]",www.food.com/recipe/asian-shrimp-and-avocado-salad-380631,Recipes1M,"[""ramen noodles"", ""avocados"", ""lime juice"", ""green onions"", ""sour cream"", ""wasabi powder"", ""salt"", ""shrimp"", ""cabbage"", ""cucumber"", ""tomatoes""]"
1969325,Easy!! Refreshing Apple Compote,"[""4 Apple"", ""4 tbsp Raw cane sugar"", ""50 ml White wine"", ""1/2 Lemon"", ""100 ml Water""]","[""Peel, cut, and slice the apples."", ""Put the apples into a deep bowl (a ramen bowl is good) and add the raw cane sugar, white wine, water, and sliced lemon."", ""Wrap loosely with plastic wrap."", ""Microwave (600W) for 15 minutes."", ""It is ready when the apples become soft.""]",cookpad.com/us/recipes/152618-easy-refreshing-apple-compote,Recipes1M,"[""Apple"", ""cane sugar"", ""White wine"", ""Lemon"", ""Water""]"
1969435,Ramen noodles pork and green bean stirfry,"[""2 3/4 lb lean pork stew meat"", ""14 1/2 oz french cut green beans"", ""14 1/2 oz chicken broth"", ""6 oz ramen noodles"", ""6 green onions chopped"", ""1/2 large onion sliced"", ""1/4 cup olive oil, extra virgin"", ""1 tsp white pepper"", ""1 tsp pink Himalayan salt"", ""1 1/2 tsp granulated garlic powder"", ""1/4 cup sake"", ""1/2 cup cornstarch"", ""1 tbsp ponzu citrus"", ""1 1/2 tbsp olive oil, extra virgin""]","[""Trim the pork add to a bowl Add the marinade ingredients let sit at least 15 minutes"", ""Chop the green onions discard the thick green parts"", ""Heat the olive oil add the pork and marinade let brown both sides"", ""Add the sliced onion , not the green onions those are for garnish and crunch"", ""Add beans stir in well"", ""Add your broth after the onions and green beans have cooked 2 minutes"", ""Take your ramen noodles break them up into the dish let cook stirring constantly till noodles are separated and soft"", ""The cornstarch off the pork will thicken the liquid that the noodles didn't absorb"", ""Put a portion to a plate add green onions for your garnish hope you enjoy""]",cookpad.com/us/recipes/357128-ramen-noodles-pork-and-green-bean-stirfry,Recipes1M,"[""lean pork stew meat"", ""green beans"", ""chicken broth"", ""ramen noodles"", ""green onions"", ""onion"", ""olive oil"", ""white pepper"", ""salt"", ""garlic"", ""sake"", ""cornstarch"", ""ponzu"", ""olive oil""]"
1969529,Asian Spinach Salad,"[""8 tablespoons olive oil"", ""3 tablespoons sugar"", ""3 tablespoons unseasoned rice vinegar"", ""1 tablespoon soy sauce"", ""1 (3 ounce) package ramen noodles, broken"", ""12 cup slivered almonds"", ""2 tablespoons sesame seeds"", ""1 (10 ounce) bag spinach leaves"", ""1 bunch green onion, chopped""]","[""Whisk together 6 tablespoons olive oil with sugar, vinegar, and soy sauce."", ""Set this sauce aside."", ""Heat remaining 2 tablespoons olive oil over medium heat."", ""Stir in noodles, almonds, and sesame seeds."", ""Cook until golden brown."", ""Let cool."", ""Toss spinach and chopped onions in a large bowl."", ""Add sauce and noodle mixture."", ""Serve immediately.""]",www.food.com/recipe/asian-spinach-salad-328725,Recipes1M,"[""olive oil"", ""sugar"", ""rice vinegar"", ""soy sauce"", ""ramen noodles"", ""almonds"", ""sesame seeds"", ""spinach leaves"", ""green onion""]"
1969594,Vietnamese Chicken Noodle Soup,"[""1 gallon low-sodium chicken stock"", ""3 bone-in, skin-on chicken breasts"", ""4 chicken wings"", ""5 scallions, cut in half"", ""4 cloves garlic"", ""2 cinnamon sticks"", ""2 whole star anise"", ""1 inch piece fresh ginger, peeled and cut into coins"", ""1/4 cup dry shiitake mushrooms, rehydrated in warm water for 30 minutes and thinly sliced"", ""3 tablespoons fish sauce"", ""3 packages ramen noodles (just the noodles)"", ""1 cup fresh bean sprouts"", ""1 jalapeno, thinly sliced"", ""Couple sprigs each fresh mint and Thai basil"", ""Fish sauce"", ""Hoisin sauce"", ""Sriracha"", ""Lime wedges""]","[""In a large Dutch oven or stock pot, bring to a simmer the chicken stock, chicken breasts, chicken wings, scallions, garlic, cinnamon sticks, star anise and ginger."", ""Simmer for about 20 minutes."", ""Once the chicken breasts are cooked, remove them, set aside and shred when cooled."", ""Continue to simmer all the other ingredients for 30 minutes."", ""Then strain the broth through a colander to remove the solids and spices."", ""Add the mushrooms, fish sauce and noodles to the strained stock."", ""Simmer until noodles are still al dente, 4 to 5 minutes."", ""Scoop some of the noodles into individual bowls."", ""Top with some of the shredded chicken."", ""Ladle lots of broth into each bowl."", ""Garnish with the bean sprouts, jalapenos and fresh mint, and serve with fish sauce, hoisin sauce, Sriracha and lime wedges."", ""Oh my.""]",www.foodnetwork.com/recipes/jeff-mauro/vietnamese-chicken-noodle-soup-recipe.html,Recipes1M,"[""chicken"", ""chicken breasts"", ""chicken"", ""scallions"", ""garlic"", ""cinnamon sticks"", ""star anise"", ""fresh ginger"", ""shiitake mushrooms"", ""fish sauce"", ""ramen noodles"", ""fresh bean sprouts"", ""jalapeno"", ""Couple"", ""sauce"", ""Hoisin sauce"", ""Sriracha"", ""wedges""]"
1969968,Cheap College Lunch- Ramen,"[""1 (3 ounce) package Top Ramen noodles (any flavor)"", ""2 cups water"", ""12 cup frozen peas"", ""2 eggs"", ""tapatio hot sauce""]","[""Prepare the Ramen noodles in water as the directions say but DO NOT ADD THE SEASONING PACKET."", ""While it is still boiling, add the peas and crack the eggs in ."", ""Stir the mixture to break up the egg into little pieces."", ""Take off stove top and add Tapatio to taste.""]",www.food.com/recipe/cheap-college-lunch-ramen-299456,Recipes1M,"[""Ramen noodles"", ""water"", ""frozen peas"", ""eggs"", ""hot sauce""]"
1970905,Homemade Tonkotsu Ramen Broth and Noodles from Scratch,"[""5 bones Pork on the bone"", ""2 Japanese leek"", ""2 medium Onions"", ""1 tsp Grated ginger (tube is fine)"", ""1 tsp Grated garlic (tube is fine)"", ""100 grams Pork fatback"", ""1 enough to fill a large pot Water"", ""500 grams All-purpose (medium) flour"", ""1 -5 1/2 grams Powdered kansui (alkaline minerals)"", ""200 ml Water"", ""1 for dusting Katakuriko"", ""500 grams Thinly sliced pork belly"", ""50 ml Soy sauce"", ""50 ml Mirin"", ""1 tbsp Sugar"", ""500 ml Water""]","[""I got these pork bones at the supermarket (they were being sold for about 15-30 yen per 100 g in my neighborhood)."", ""I think about 5 bones come out to 3 kg."", ""Wash off the blood under running water."", ""Place the bones in a large pot of cold water."", ""Bring the pot to a boil (at this point, the bones will be giving off a very strong odor, but don't worry)."", ""A lot of scum will come to the surface."", ""Scoop it out diligently (I know this part is a bit off-putting, but stick with it."", ""It'll turn out okay)."", ""Strain in a colander and remove the remaining blood from the bones with a scrubbing brush."", ""Use a saw to make a slice in middle of the bones, and a hammer to break them in half."", ""(It's easier if you make an incision before snapping them)."", ""Look at all the bone marrow inside the bones."", ""We'll be melting it out by simmering these bones over a long period of time."", ""Now start to add the other ingredients for the soup."", ""Diligently remove the scum that rises to the top."", ""Keep the heat at medium and maintain a gentle boil."", ""Once the scum has been removed, simmer the broth for another 6 hours."", ""Add more water if it boils off."", ""Next we'll be preparing the noodles."", ""Measure out the ingredients and mix the flour and powdered kansui together."", ""Add the water."", ""It'll feel like a very small amount of water, but don't worry."", ""Mix the ingredients until the dough starts to clump together in the bowl."", ""The dough is a pretty tough one, so be careful not to hurt your wrists."", ""Try mixing it with the weight of your body."", ""Move the dough to a working surface and knead."", ""Don't worry too much about cracks or inconsistencies yet."", ""Just knead for about 10 minutes."", ""Round up into a ball, wrap with plastic cling wrap, and let sit in the refrigerator (for at least 30 minutes."", ""Then check if the dough has settled)."", ""Prepare the char siu in the meantime."", ""Brown the meat in a frying pan, and simmer for 2 hours in a pot with the combined seasoning ingredients."", ""Let cool in the pot."", ""Once the dough has become moist, roll out to a thickness of 5 mm."", ""Use a pasta machine to even it out to your desired thickness."", ""If you don't have a pasta machine, just use a rolling pin to stretch out the dough (but remember that the dough will thicken up about 1.3 times, so include that in your calculations)."", ""You can manage with just a little bit of dusting flour (katakuriko or bread flour) since the dough isn't that sticky."", ""Apparently a wooden box is best for storing Chinese noodles, but if you don't have one on hand, just transfer them to a tray lined with parchment paper."", ""Insert tray in a plastic bag and keep cool in the refrigerator."", ""About two hours after simmering the broth, it'll start to get white and cloudy."", ""I wouldn't taste testing it just yet, since it'll still be somewhat smelly."", ""Here's what the broth should look like after 6 hours of simmering."", ""The marrow has melted out of the bones, which have emptied out."", ""The soup now looks quite rich and smells like it should (just like what you get a ramen joint)."", ""The char siu should have become a caramel brown."", ""Take care not to break it apart when you're slicing the meat, since it'll be quite soft at this point."", ""Enjoy the leftovers with a cold beer!"", ""Now that you have everything prepared, get ready to make your ramen."", ""Boil each serving of noodles separately and adjust the times carefully by watching over them."", ""If you'd like your noodles rippled, squeeze the noodles once and fluff them out again before boiling."", ""Warm up the bowl you'll be using for the ramen."", ""Add the simmering sauce you used for the char siu and season with some salt (starting on the lighter side so the taste is easier to adjust) and pour in the pork broth you prepared earlier."", ""The boiling time for the noodles should be about 1:30-2 minutes, but this is something you can change according to your preferences."", ""Once you add your noodles to the soup and garnish with your desired toppings, your rich and creamy tonkotsu ramen is complete.""]",cookpad.com/us/recipes/148700-homemade-tonkotsu-ramen-broth-and-noodles-from-scratch,Recipes1M,"[""bones Pork"", ""Onions"", ""ginger"", ""garlic"", ""fatback"", ""enough"", ""alkaline"", ""Water"", ""Soy sauce"", ""Mirin"", ""Sugar""]"
